date,title,description,location,url,long_description,standort,branchen,mitarbeiter,jahresumsatz,preisvorstellung,international
09.07.2024,Hausverwaltungen zum Kauf gesucht!,Wir suchen für unseren Mandanten Hausverwaltungen zum Kauf.,Bremen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208595,"
Unternehmen:

Wir suchen für unseren Mandanten Hausverwaltungsgesellschaften – vorzugsweise im Großraum Bremen/Hamburg und nördlichem Niedersachsen zum Zukauf. Unser Mandant möchte seine Marktposition durch den gezielten Zukauf weiter strategisch stärken und ist auf Wachstumskurs.

Ziel:

Die Hausverwaltungen sollen eine schlanke Kostenstruktur aufweisen und ein effizientes Handlungsmanagement vorweisen können, sowie fest am Markt etabliert sein. Des Weiteren sollen die zu betreuende Objekte in wirtschaftlich stabilen und wachsenden Regionen sein. Das Unternehmen sollte eine starke Markenpräsenz mitbringen, mit einer positiven Reputation. Die zu betreuende Verwaltungsgröße soll zwischen 50 – 500 Mietparteien liegen.

Finanzen und Kaufpreis:

Unser Mandant möchte gezielt durch Zukauf wachsen und hat dafür nicht nur ent- sprechende finanzielle Ressourcen, sondern bringt auch ein großes Know-How durch seine langjährig etablierten Kerngeschäftsfelder mit.

Potenzielle Unternehmen:

Wir sprechen mit diesem Angebot bewusst Unternehmer an, die für ihr Unternehmen einen Nachfolger suchen und Wert auf Professionalität, eine hohe Fachexpertise und eine zügige Transaktion legen.
Sind Sie interessiert, mit unseren Mandanten ins Gespräch zu kommen?
Nach einem unverbindlichen Erstgespräch stellen wir den Kontakt zu unserem Mandanten her.
Unsere Dienstleistung ist für Sie kostenfrei.",Bremen,,Keine Angaben,Keine Angaben,Keine Angaben,
09.07.2024,Exportfachfrau sucht Unternehmen zum Kauf,"Exportexpertin mit sehr gutem technischem und kaufmännischen Hintergrund sowie sehr guten Englisch, Französisch und Italienischkenntnissen sucht Firma im internationalen Umfeld.",Baden-Württemberg / Tübingen / Reutlingen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209303,,Baden-Württemberg > Tübingen > Reutlingen,,Keine Angaben,Keine Angaben,Keine Angaben,
09.07.2024,Hersteller von Diamantschleifscheiben zur Übernahme gesucht,Gesucht: Unternehmen zur Übernahme - Hersteller von Schleifscheiben für die Glasbearbeitung,Baden-Württemberg Saarland Bayern Sachsen-Anhalt Nordrhein-Westfalen Hamburg Bremen Niedersachsen Ausland Mecklenburg-Vorpommern Schleswig-Holstein Hessen Rheinland-Pfalz Berlin Thüringen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209273,"
Wir sind auf der Suche nach einem Unternehmen zum Kauf für unseren Klienten.

Das zu erwerbende Unternehmen soll ein Hersteller von Werkzeugen für die Glasbearbeitung sein, wie z.B. Diamantwerkzeuge und CBN-Werkzeuge/CBN-Schleifscheiben, Diamantschleifscheiben und diverse Werkzeuge für die Glasbearbeitung.

Die Standorte des Unternehmens könnten in einem der folgenden Länder liegen: Deutschland, DACH, Belgien, Tschechien, Italien, Frankreich, Polen.

Wenn Sie ein Unternehmen sind, das diese Werkzeugkategorien herstellt, und Ihr Unternehmen verkaufen möchten, dann würden wir uns gerne mit Ihnen in Verbindung setzen, um die Einzelheiten zu besprechen.

Wir freuen uns auf Ihre Kontaktaufnahme.


Alexion Managementpartners GmbH
14193 Berlin, Germany
alexionpartners.com
info@alexionpartners.com

#Diamantwerkzeuge #CBNWerkzeuge #CBN #Schleifscheiben #Diamantschleifscheiben #Werkzeuge #Glasbearbeitung",,,Keine Angaben,Keine Angaben,Keine Angaben,
08.07.2024,Beteiligung oder Übernahme,"Zwei international erfahrene Manager, Mitte 50, suchen ein Unternehmen in Niedersachsen, Bremen oder Schleswig Holstein zur Beteiligung oder Übernahme.",Niedersachsen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208721,"
Zwei international erfahrene Manager, Mitte 50, mit einem soliden Netzwerk insbesondere in Europa und Lateinamerika, suchen ein Unternehmen aus den Bereichen Handel oder Dienstleitungen in Niedersachsen, Bremen oder Schleswig Holstein zur Beteiligung oder Übernahme.
Kompetenzprofil: GmbH Geschäftsführung, Vertrieb B2B und B2C Consumer, Import/Export, Fördermittel Management, Projektmanagement, Finance & Controlling, Stiftungsmanagement",Niedersachsen,,Keine Angaben,Keine Angaben,Keine Angaben,
08.07.2024,Gut laufende Praxis für Logopädie und Ergotherapie zu verkaufen,Praxis zu verkaufen,Niedersachsen / Hannover / Region Hannover,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209205,"
Verkauf aufgrund von Krankheit.
Mit gutem Patientenstamm.",Niedersachsen > Hannover > Region Hannover,,Keine Angaben,Keine Angaben,über 50 - 250 Tsd. Euro,Nein
08.07.2024,junger dynamischer Kaufmann sucht Transportunternehmen,"Ich bin ein junger dynamischer Kaufmann, der auf der Suche nach einem Transport / Speditionsunternehmen zwecks Weiterführung und Ausbau (Nachfolgeregelung) ist.",Rheinland-Pfalz Bayern Hamburg Mecklenburg-Vorpommern Sachsen Bremen Brandenburg Sachsen-Anhalt Nordrhein-Westfalen Baden-Württemberg Berlin Hessen Saarland Niedersachsen Thüringen Schleswig-Holstein,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=206494,"
Ich bin ein junger dynamischer Kaufmann, der auf der Suche nach einem Transport / Speditionsunternehmen zwecks Weiterführung und Ausbau (Nachfolgeregelung) ist. Bei der Ausrichtung des Unternehmens bin ich offen. Die Größe des Betriebes soll im Bereich klein bis mittelständisch liegen.

Alles weitere kann aber in einem persönlichen Gespräch genauer besprochen werden. Ich freue mich über jede Kontaktanfrage.",,,Keine Angaben,Keine Angaben,Keine Angaben,
05.07.2024,Dipl. Ing. sucht etabliertes KMU mit eigenen Produkten oder Dienstleistung,Derzeit freiberuflich selbstständig möchte ich den nächsten Schritt ins Unternehmertum gehen. Meine persönliche Vorstellung sowie die Beschreibung finden sie im Inserat.,Baden-Württemberg / Tübingen / Alb-Donau-Kreis Bayern / Mittelfranken Baden-Württemberg / Stuttgart Baden-Württemberg / Tübingen / Ulm Bayern / Schwaben,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208805,"
Sehr geehrte Unternehmer,

als MBI-Kandidat bin ich auf der Suche nach einem etablierten, mittelständischen Unternehmen zur Übernahme/Altersnachfolge, deren Produkte oder Dienstleistung im Bereich Elektrotechnik, Elektronik oder Mechatronik beheimatet ist.

Zu meiner Person:
- Ausbildung zum Energieelektroniker (Erfahrung im Schaltschrankbau, Installationstechnik, Produktionstechnik, Schlosserei, Werkzeugbau).
- Universitätsstudium der Elektrotechnik
- Berufserfahrung: Über 14 Jahre in der Entwicklung und Vorentwicklung, insbesondere in der Automobilindustrie (Elektromobilität) u.a. Porsche sowie Startups.
- Die letzten 4,5 Jahre freiberuflich selbstständig mit Ingenieurbüro

Ich biete eine Kombination aus theoretischer und praktischer Erfahrung und bin bereit, Ihr Unternehmen mit Leidenschaft und Engagement weiterzuführen.

Das Unternehmen sollte die folgenden Kriterien erfüllen:
- KMU im Bereich B2B
- Stabiler Umsatz
- EBIT >10% (mind 200TEUR) seit mindestens 3 Jahren
- Solide Kundenbasis und keine Abhängigkeit von einzelnen Kunden
- Standort: Sollte im süddeutschen Raum, idealerweise zwischen Stuttgart und München bzw. Großraum Augsburg/Ulm liegen oder verlagerbar sein.
- Tätigkeitsregion: National und/oder international.
- Übergabe: Der bisherige Unternehmer sollte für eine geordnete Übergabe für einen abzustimmenden Zeitraum zur Verfügung stehen.

Ausschlusskriterien:
- Reine Handelsunternehmen
- Unternehmen die ausschließlich von den technischen Fähigkeiten oder der Branchenerfahrung des Inhabers/Verkäufers abhängen
- Unternehmen die Produkte oder Dienstleistungen in saisonalen/zyklischen Märkte anbieten.
- Unternehmen in Schieflage oder Restrukturierungsfälle

Wenn Sie einen Nachfolger suchen, der Ihr Lebenswerk in Ihrem Sinne fortführt, freue ich mich auf Ihre Kontaktaufnahme und sichere Ihnen natürlich absolute Diskretion zu!",,"Information und Kommunikation; Dienstleistung > Sonstige Dienstleistungen; Handwerk; Handel; Dienstleistung > Freiberufliche, wissenschaftliche und technische Dienstleistungen; Verarbeitendes Gewerbe",Keine Angaben,Keine Angaben,Keine Angaben,
05.07.2024,Kaufgesuch Personaldienstleister,Gesucht wird ein profitabler und etablierter Personaldienstleister mit Firmensitz in Hamburg und Umgebung.,Hamburg / Hamburg / Hamburg Schleswig-Holstein / Schleswig-Holstein / Neumünster Niedersachsen / Lüneburg Schleswig-Holstein / Schleswig-Holstein / Pinneberg Schleswig-Holstein / Schleswig-Holstein / Stormarn Schleswig-Holstein / Schleswig-Holstein / Segeberg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209061,"
Der Kaufinteressent ist ein umsetzungsstarker Jungunternehmer und Experte im Bereich der Digitalisierung insbesondere im Bereich Personal.
Seine vertrieblichen Fähigkeiten und seinen großen Erfahrungsschatz in der Rekrutierung und Motivation von Mitarbeitern möchte er gerne in eine Personaldienstleistung einbringen.
Zurzeit ist der Kaufinteressent alleiniger Gesellschafter eines Unternehmens, im Bereich Digitalisierung. Die dort entwickelte Lösung ist eine ideale Erweiterung für Unternehmen aus dem Bereich der Personaldienstleistung.",,,Keine Angaben,Keine Angaben,Keine Angaben,
04.07.2024,Nachfolger mit technisch u. vertrieblichem Hintergrund sucht KMU,"Ich suche eine mittelfristige und stufenweise Nachfolgemöglichkeit, mit Fokus auf den B2B Bereich. Dabei bin ich branchen- u. produktunabhängig, mit technischer Orientierung.",Niedersachsen / Hannover / Hildesheim,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209181,"
Ich suche eine mittelfristige und stufenweise Nachfolgemöglichkeit, mit Fokus auf den
B2B Bereich. Dabei bin ich branchen- u. produktunabhängig, mit technischer Orientierung.

Denkbar ist für mich auch der Einstieg über eine Leitungsfunktion mit Unternehmensbeteiligung. Als gelernter Kaufmann (38) mit mehr als 20 Jahren Berufserfahrung im technischen B2B Vertrieb und dem Projektmanagement suche ich nach einer langfristigen Perspektive mit unternehmerischer Tätigkeit in der Region Hildesheim.
Meine berufliche Laufbahn im Bereich des Bauwesens startete im technischen Großhandel,
flankiert mit Weiterbildungen im Bereich Marketing.

Seit 10 Jahren bin ich vertriebs- u. technologieverantwortlich für das Projektgeschäft
bei einem marktführenden Industrieunternehmen. Was mich auszeichnet:

- Einstieg in das Berufsleben über die kaufm. Ausbildung
- Berufsbegleitendes Studium in Bereich Marketing
- Konstante berufliche und persönliche Entwicklung, ein lückenloser Lebenslauf
- Erfahrungen in den verschiedenen Arbeitsweisen in kleineren Familienunternehmen, dem
Mittelstand und in internationalen Konzernstrukturen
- Die Offenheit mich in neue Produkte und Geschäftsmodelle einzubringen
- Die proaktive Arbeitsweise, Hand-On Mentalität, dabei auch analytisch und strategisch im
Denken und Handeln
- Die vorwärtsgerichtete Orientierung, für einen nachhaltigen Erfolg.",Niedersachsen > Hannover > Hildesheim,Dienstleistung; Handel; Handwerk; Verarbeitendes Gewerbe,11 - 20 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro",Keine Angaben,Ja
04.07.2024,Betriebswirt sucht Unternehmen zur Nachfolge,Betriebswirt mit Schwerpunkt Finanzen und Steuern sucht eine Unternehmung die einer (evtl. auch interimsweisen) Fortführung bedarf. Bevorzugt im Raum Oberpfalz.,Bayern / Oberpfalz,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209221,"
Sehr geehrte Damen und Herren,
ich bin 40 Jahre alt und lebe für meine Arbeit. Meine Tätigkeitsschwerpunkte sind einerseits in der Finanzierung / Buchhaltung, als auch andererseits im Bereich Unternehmensberatung und Lehre. Ich möchte meine Schaffenskraft gerne einsetzen um noch etwas mehr zu erreichen!
Ich bin sehr gerne für alle Arten von Angeboten offen.

Herzliche Grüße",Bayern > Oberpfalz,,Keine Angaben,Keine Angaben,Keine Angaben,
04.07.2024,Suche Unternehmen zur Weiterführung,Suche ein Unternehmen zur Weiterführung im Rahmen einer geregelten Altersnachfolge. Gerne mit eigener Produktion und Vertrieb.,Baden-Württemberg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208306,"
Ich suche ein Unternehmen zur Übernahme und zukunftssicheren Weiterführung. Idealerweise sitzt das Unternehmen in Baden-Württemberg, produziert Produkte und vertreibt diese. Gerne in der metallverarbeitenden Branche. Das Unternehmen sollte einen soliden Mitarbeiterstamm haben, mit dem eine Fortführung und Weiterentwicklung im Team ermöglicht wird.

Ich verfüge über langjährige Erfahrungen in der Unternehmens- und Organisationsentwicklung, u.a. als Geschäftsführer und blicke auf viele gemeinsame Erfolge zurück. Ich bin zielstrebig und ehrgeizig.

Idealerweise steht der/die Inhaber/-in mit Rat noch eine Weile zur Verfügung. Gerne stehe ich für eine Einarbeitung zum gegenseitigen Kennenlernen auch vor einer Übernahme zur Verfügung.

Über eine Kontaktaufnahme freue ich mich sehr.",Baden-Württemberg,,Keine Angaben,"über 500 Tsd. - 2,5 Mio. Euro",Keine Angaben,
04.07.2024,Raum Datteln: Metallbaubetrieb gesucht,Anz.-Nr. MSN2842: Metallbauermeister und Schweißfachmann sucht im Raum Datteln bis 30 km einen Metallbaubetrieb zur Übernahme oder Beteiligung.,Nordrhein-Westfalen / Münster / Recklinghausen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209210,"
Anz.-Nr. MSN2842: Metallbauermeister und Schweißfachmann sucht im Raum Datteln bis 30 km einen Metallbaubetrieb zur Übernahme oder Beteiligung. Geplante Schwerpunkte: Industrielle Metallbauarbeiten, Maintanance für Industriekunden.",Nordrhein-Westfalen > Münster > Recklinghausen,Handwerk > Handwerke für den gewerblichen Bedarf > Metallbauer und Feinwerkmechaniker; Baugewerbe > Ausbau > Metallbau; Verarbeitendes Gewerbe > Metallerzeugung und -verarbeitung > Metallbauer und Feinwerkmechaniker,Keine Angaben,Keine Angaben,Keine Angaben,
02.07.2024,Suche nach einer Hausverwaltung,"Hallo zusammen, ich bin auf der Suche nach einer Hausverwaltung im Umkreis von 50km um Essen. Sie können gerne alles anbieten.",Nordrhein-Westfalen / Düsseldorf / Essen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209144,"
Möchten Sie eine Hausverwaltung verkaufen, dann senden Sie mir bitte folgende Details:
Bestandsgröße
Ausstattung
Umsatzzahlen von den letzten 3 Jahren
Gewinn
Geschäftsführergehalt und eine kleine Beschreibung.",Nordrhein-Westfalen > Düsseldorf > Essen,,Keine Angaben,Keine Angaben,Keine Angaben,
02.07.2024,Suche Hotel / Pension im Raum München oder entlang der A94 Richtung Passau,"Sie suchen für Ihr Haus einen Nachfolger? Ich suche ein Hotel Garni oder eine Pension mit ca. 15-30 Zimmern in Oberbayern, genauer im Raum München oder entlang der A94 Richtung Passau.","Bayern / Oberbayern / München, Stadt Bayern / Oberbayern / Altötting",https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209080,"
Sie suchen für Ihr Haus einen Nachfolger? Ich suche ein Hotel Garni oder eine Pension mit ca. 15-30 Zimmern in Oberbayern, genauer im Raum München oder entlang der A94 Richtung Passau.",,,Keine Angaben,Keine Angaben,Keine Angaben,
02.07.2024,Exam. Krankenschwester mit Leitungserfahrung sucht Pflegebetrieb zur Nachfolge,"Erfahrung: Stationäre Einrichtung, Ambulant und Klinik | Leitungserfahrung, Erfahrung Selbstständigkeit Suchprofil: München, 30km Umkreis, Ambulanter oder stationärer Betrieb","Bayern / Oberbayern / München, Landkreis",https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209067,"
Examinierte Krankenschwester mit Leitungserfahrung sucht Pflegebetrieb zur Nachfolge.

Erfahrung:
-mehrere Jahre in Stationärer Einrichtung (Pflegeheim)
-mehrere Jahre in Intensivpflege Dienst (Ambulant)
-mehrere Jahre in Klinikum
-verschiedene Leitungspositionen im Pflegebereich, Betriebswirtschaftlichen Bereichen und Selbstständigkeit

Suchprofil:
Region: München, Münchner-Süden, 30km Umland
Betrieb:
-Ambulanter Pflegedienst;
-Stationäres Pflegeheim;
-Pflegehotel;
-Betreutes Wohnen;

Weiteres:
-Einarbeitung und Überleitung durch Inhaber
-idealerweise ist eine PDL (Ambulanten Bereich) im Betrieb vorhanden","Bayern > Oberbayern > München, Landkreis",,Keine Angaben,Keine Angaben,Keine Angaben,
02.07.2024,Solide geführtes Solar Pv Unternehmen in NRW zur Nachfolge GESUCHT,"Erfahrener Ingenieur und Projektmanager im Energiesektor und mehrere Jahre Erfahrung in der Leitung von KMUs, möchte ein solide geführtes Solar PV Unternehmen im Ruhrgebiet, übernehmen.",Nordrhein-Westfalen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209131,"
Falls Ihr Unternehmen mehrere Jahre Erfahrung in der Planung, Montage und Wartung von Solar Pv Anlagen von bis zu 1 MW Kapazität (privat und gewerblich), ein starkes Team von engagierten Mitarbeiter*innen haben und ein ausreichendes Netzwerk von Kunden in der Ruhr-Region besitzen, dann steht uns nichts im Weg ! Kontaktieren Sie mich, damit wir noch in 2024 den Weg für die Nachfolge ebnen können.

Wenn Sie möchten, dass Ihr Lebenswerk in guten Händen ist, die Erfolgsgeschichte fortgeführt wird und zugleich durch sinnvolle Investitionen, die Zukunft des Unternehmens gesichert ist, dann bin ich der Richtige. Ich freue mich auf Ihr Angebot .",Nordrhein-Westfalen,Handwerk > Ausbaugewerbe > Elektrotechniker; Infrastruktur > Energieversorgung; Baugewerbe > Sonstige,6 - 10 Beschäftigte,Keine Angaben,Keine Angaben,
02.07.2024,Münster / Senden: Zimmerei zur Übernahme gesucht,Anz.-Nr. MSN2841: In Münster/ Senden + 30 km wird eine Zimmerei zur Übernahme / Teilhaberschaft gesucht.,Nordrhein-Westfalen / Münster / Münster Nordrhein-Westfalen / Münster / Coesfeld,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209128,"
Anz.-Nr. MSN2841: In Münster/ Senden + 30 km wird eine Zimmerei zur Übernahme / Teilhaberschaft gesucht.",,Handwerk > Bauhauptgewerbe > Zimmerer; Baugewerbe > Spezialisierte Bautätigkeiten > Zimmerer,Keine Angaben,Keine Angaben,Keine Angaben,
